ID,Tahun,Nama_Negara,Wilayah,Jenis_Tanaman,Total_Curah_Hujan_mm,Emisi_CO2_JT_Ton,Hasil_Panen_Ton_per_HA,Kejadian_Cuaca_Ekstrim,Akses_Irigasi,Penggunaan_Pestisida_KG_per_HA,Penggunaan_Pupuk_KG_per_HA,Indeks_Kesehatan_Tanah,Strategi_Adaptasi,Suhu_Rata_Rata_C
4526,2011,China,East,Rice,324.51,25.23,3.357,10,56.77,26.88,79.17,94.05,Tanaman Tahan Kekeringan,33.6
4527,2004,India,West Bengal,Barley,832.53,4.09,2.22,4,50.13,21.23,85.65,96.41,Rotasi Tanaman,2.76
4528,2000,USA,Midwest,Barley,1628.49,20.3,1.953,4,54.53,27.16,3.91,87.04,Pertanian Organik,-3.69
4529,2004,India,Maharashtra,Fruits,1254.29,5.3,1.32,2,80.21,2.06,65.65,47.54,Rotasi Tanaman,-0.9
4530,2018,Argentina,Northeast,Corn,2808.98,15.71,1.179,8,87.78,28.92,84.76,80.06,Manajemen Air,8.9
4531,2000,Nigeria,South West,Cotton,1513.52,7.11,0.73,4,33.04,36.2,2.27,92.11,Manajemen Air,-1.77
4532,2015,Nigeria,North Central,Soybeans,410.46,9.43,0.54,4,87.12,21.86,27.76,46.4,Tanaman Tahan Kekeringan,-3.23
4533,2003,Brazil,North,Cotton,961.66,14.22,1.66,1,22.17,36.41,94.9,79.52,Rotasi Tanaman,5.37
4534,2020,Brazil,North,Vegetables,840.16,13.43,2.97,2,86.98,40.17,32.73,97.75,Pertanian Organik,15.14
4535,2007,Russia,Volga,Cotton,2593.99,27.33,1.233,1,69.43,41.66,25.46,68.52,Tanaman Tahan Kekeringan,25.55
4536,2017,China,East,Barley,2930.9,10.48,0.78,10,70.33,46.58,75.43,58.37,Tanaman Tahan Kekeringan,-0.75
4537,2023,France,Provence-Alpes-Cote d’Azur,Fruits,719.39,18.49,2.106,1,77.51,11.61,51.97,74.48,Pertanian Organik,-2.17
4538,1991,Russia,Volga,Sugarcane,2048.46,20.83,2.718,9,90.55,2.74,48.08,78.76,Tanaman Tahan Kekeringan,32.51
4539,2005,Nigeria,South West,Barley,2563.82,23.89,1.971,5,11.0,37.41,33.14,33.45,Rotasi Tanaman,-4.69
4540,2000,Nigeria,North Central,Wheat,2010.45,2.12,3.84,6,65.65,32.48,18.54,46.17,Rotasi Tanaman,12.69
4541,2023,Argentina,Northeast,Rice,242.56,17.85,1.1700000000000002,7,46.51,25.3,36.08,32.02,Tanaman Tahan Kekeringan,-3.01
4542,2023,China,South,Sugarcane,1936.49,19.04,1.953,7,56.3,21.4,67.02,66.47,Tanaman Tahan Kekeringan,30.62
4543,2008,India,Tamil Nadu,Soybeans,859.5,5.34,3.8,2,55.39457475380484,12.67,99.18,62.28,Rotasi Tanaman,23.69
4544,2024,Argentina,Northwest,Vegetables,1746.17,5.34,0.72,8,26.11,25.04,13.5,58.57,Manajemen Air,9.15
4545,2022,Brazil,Northeast,Barley,2963.56,29.39,1.26,9,23.08,36.68,91.94,63.96,Tanpa Adaptasi,0.69
4546,2010,Brazil,Southeast,Coffee,1292.69,2.61,2.29,3,77.12,45.54,11.25,48.36,Pertanian Organik,1.97
4547,2017,Canada,Ontario,Vegetables,2476.91,20.59,2.238219358974359,6,65.69,23.6,83.92,87.03,Tanpa Adaptasi,13.0
4548,1999,Nigeria,North Central,Coffee,484.11,22.54,1.998,6,40.16,22.0,49.67,47.94,Tanpa Adaptasi,26.14
4549,1993,Canada,British Columbia,Barley,2238.43,10.55,4.53,10,82.53,25.7,44.93,69.32,Pertanian Organik,18.76
4550,2022,China,South,Rice,2519.85,17.57,3.204,9,24.0,24.15,33.03,93.21,Tanpa Adaptasi,14.72
4551,2010,Brazil,South,Barley,942.76,18.9,1.638,2,74.74,31.75,56.53,86.24,Pertanian Organik,1.51
4552,1998,Russia,Volga,Wheat,2795.11,22.45,1.359,2,49.98,15.43,12.91,63.49,Pertanian Organik,18.9
4553,2006,Russia,Siberian,Wheat,371.64,7.33,1.836,7,47.85,3.79,40.65,32.27,Rotasi Tanaman,29.04
4554,2006,Russia,Central,Wheat,2640.46,5.59,1.83,9,70.35,20.99,37.85,57.19,Tanaman Tahan Kekeringan,32.98
4555,1994,Nigeria,South East,Corn,2884.15,23.54,0.666,3,39.62,41.85,62.26,96.52,Tanaman Tahan Kekeringan,8.99
4556,2005,Canada,Ontario,Cotton,2451.13,7.3,1.07,4,13.72,29.37,61.76,54.77,Tanaman Tahan Kekeringan,6.04
4557,2015,Brazil,South,Vegetables,2969.26,26.43,2.295,2,88.84,14.0,48.88,53.56,Rotasi Tanaman,3.36
4558,2004,Brazil,South,Wheat,1251.99,0.89,3.07,2,71.22,30.28,29.27,39.87,Pertanian Organik,29.6
4559,2019,Canada,Quebec,Cotton,2218.48,19.63,1.2060000000000002,5,21.82,17.11,68.49,57.86,Pertanian Organik,29.2
4560,1991,Nigeria,North Central,Wheat,315.79,25.84,2.097,3,19.66,40.52,28.04,87.12,Tanaman Tahan Kekeringan,-1.18
4561,2020,China,East,Corn,1114.37,19.95,2.682,5,55.39457475380484,34.75,58.06,36.1,Tanpa Adaptasi,-0.12
4562,2009,Brazil,South,Corn,339.07,22.2,1.089,10,29.51,10.04,78.18,80.73,Manajemen Air,8.0
4563,2012,India,West Bengal,Cotton,1213.32,15.52,1.53,7,84.92,47.88,12.22,55.68,Tanaman Tahan Kekeringan,6.7
4564,1990,Brazil,Southeast,Coffee,1504.73,25.81,2.1870000000000003,2,81.45,3.15,42.3,72.78,Tanaman Tahan Kekeringan,9.45
4565,2017,USA,West,Barley,2160.72,2.22,3.56,2,87.53,34.9,41.65,40.9,Manajemen Air,17.07
4566,2001,Argentina,Northeast,Wheat,1045.81,19.7,3.546,10,93.16,49.51,28.18,47.04,Tanaman Tahan Kekeringan,29.07
4567,2018,Nigeria,North Central,Soybeans,2519.04,2.29,2.89,9,90.94,3.17,37.28,40.91,Manajemen Air,2.63
4568,1991,Brazil,North,Vegetables,2400.5,24.64,1.89,10,94.33,26.2,58.73,78.86,Manajemen Air,5.67
4569,2007,Canada,Ontario,Wheat,406.71,8.12,1.575,6,66.6,27.9,34.25,73.62,Pertanian Organik,3.87
4570,2016,Brazil,South,Sugarcane,1720.53,21.85,3.168,1,50.46,21.03,77.71,78.14,Manajemen Air,31.06
4571,1996,India,West Bengal,Soybeans,1071.29,7.71,2.77,9,81.89,11.8,39.64,39.77,Pertanian Organik,6.76
4572,2018,Australia,Victoria,Vegetables,2824.28,9.8,0.9,1,29.61,45.86,34.14,41.63,Manajemen Air,25.22
4573,1993,Canada,British Columbia,Fruits,2134.81,9.89,2.77,9,74.27,37.37,87.11,32.13,Tanpa Adaptasi,27.02
4574,2015,Nigeria,South East,Cotton,2066.14,5.24,2.17,5,71.58,4.9,59.55,78.87,Tanpa Adaptasi,5.6
4575,2000,Russia,Northwestern,Cotton,914.54,7.41,2.58,9,81.46,5.26,5.49,43.47,Rotasi Tanaman,-0.2
4576,1998,India,West Bengal,Soybeans,2932.19,27.33,2.754,9,65.32,49.85,64.42,55.41,Manajemen Air,31.21
4577,2023,Brazil,South,Wheat,546.08,29.71,2.583,10,44.17,42.28,5.49,89.76,Pertanian Organik,2.43
4578,2019,USA,West,Soybeans,2797.02,10.47,4.68,3,50.63,3.55,30.36,72.78,Pertanian Organik,12.5
4579,2015,Brazil,Southeast,Soybeans,2804.57,19.59,2.9250000000000003,6,19.06,36.64,2.06,75.26,Pertanian Organik,23.75
4580,2006,Canada,Prairies,Coffee,936.15,9.33,1.32,8,79.77,7.59,92.67,50.81,Tanpa Adaptasi,26.11
4581,1992,Australia,Queensland,Corn,264.23,7.35,2.664,8,62.28,8.16,39.0,33.06,Manajemen Air,7.06
4582,2002,Canada,Ontario,Fruits,2147.6,17.91,1.4400000000000002,4,42.27,28.65,10.33,82.25,Tanaman Tahan Kekeringan,0.46
4583,2006,China,North,Corn,1553.51,9.91,1.63,0,11.76,36.11,84.07,39.87,Tanaman Tahan Kekeringan,1.92
4584,2022,Nigeria,South East,Barley,582.59,14.68,3.17,10,99.65,40.87,38.59,34.1,Tanaman Tahan Kekeringan,10.35
4585,2002,Argentina,Patagonia,Rice,1383.66,8.15,3.15,8,22.81,7.74,94.41,48.97,Tanaman Tahan Kekeringan,29.33
4586,1994,Australia,New South Wales,Rice,1336.07,28.01,1.746,4,92.65,45.52,58.66,98.05,Rotasi Tanaman,-4.86
4587,1992,India,Tamil Nadu,Cotton,1083.84,21.12,2.673,9,81.21,23.53,13.0,42.85,Tanpa Adaptasi,-0.23
4588,2004,Nigeria,North Central,Corn,2086.66,29.56,2.475,2,77.5,39.81,52.01,96.22,Rotasi Tanaman,26.61
4589,2008,China,North,Soybeans,1392.28,11.38,1.14,8,31.73,27.4,44.63,77.36,Pertanian Organik,30.14
4590,1997,Canada,Prairies,Soybeans,2556.92,6.39,1.46,1,18.84,38.27,29.96,51.06,Tanaman Tahan Kekeringan,8.69
4591,2017,Argentina,Northwest,Coffee,1837.58,2.38,3.2,0,18.77,14.16,53.83,96.03,Manajemen Air,19.7
4592,2024,Canada,Ontario,Coffee,2897.93,1.69,1.81,4,19.24,10.6,48.6,80.74,Tanaman Tahan Kekeringan,23.95
4593,2014,France,Grand Est,Vegetables,2646.26,27.93,1.449,10,83.13,1.32,82.01,53.8,Rotasi Tanaman,28.68
4594,2021,China,Central,Sugarcane,328.25,15.71,2.133,6,98.43,35.69,50.67,33.15,Tanaman Tahan Kekeringan,6.05
4595,1997,Argentina,Northeast,Coffee,2996.85,2.26,3.34,2,94.09,17.39,9.38,60.21,Pertanian Organik,33.19
4596,2020,France,Grand Est,Vegetables,2024.0,18.91,2.349,0,97.96,15.45,65.2,38.07,Tanaman Tahan Kekeringan,0.03
4597,1991,Russia,Central,Wheat,1055.83,22.15,3.78,6,71.27,29.71,25.92,75.37,Rotasi Tanaman,19.2
4598,2022,Argentina,Northeast,Wheat,2895.37,24.62,3.258,3,55.81,39.25,24.11,40.3,Pertanian Organik,18.96
4599,2006,France,Grand Est,Corn,2183.26,6.44,2.07,8,17.86,33.21,43.55,50.99,Tanpa Adaptasi,16.87
4600,2014,China,East,Barley,964.52,23.04,2.619,4,26.6,4.81,82.24,85.82,Tanpa Adaptasi,8.99
4601,2024,France,Grand Est,Fruits,1285.38,26.33,2.16,0,26.07,36.9,78.58,89.56,Manajemen Air,-1.62
4602,2006,China,South,Cotton,1031.86,3.67,2.63,3,97.61,5.72,9.15,34.64,Manajemen Air,8.85
4603,1992,Argentina,Pampas,Coffee,802.64,13.4,2.43,2,24.27,10.98,30.03,77.53,Tanaman Tahan Kekeringan,6.95
4604,2009,Canada,Quebec,Soybeans,1705.69,19.28,2.52,9,55.39457475380484,41.8,69.97,57.37,Tanpa Adaptasi,31.91
4605,2017,Australia,Queensland,Wheat,759.78,8.51,3.61,3,76.84,13.5,35.67,42.65,Pertanian Organik,10.77
4606,1990,Argentina,Northwest,Rice,1222.81,11.9,3.69,6,96.53,45.3,42.43,80.38,Manajemen Air,17.81
4607,2023,Russia,Northwestern,Cotton,2032.84,22.34,0.6030000000000001,0,65.43,26.39,96.19,99.77,Tanpa Adaptasi,7.41
4608,1999,USA,South,Barley,966.75,16.92,1.602,0,97.38,16.14,45.62,89.71,Manajemen Air,15.79
4609,2016,India,Maharashtra,Barley,1657.83,6.01,4.77,1,55.39457475380484,44.13,61.89,61.39,Tanpa Adaptasi,15.47
4610,2000,Australia,Western Australia,Barley,567.65,15.18,1.611,1,60.91,32.61,96.24,84.32,Manajemen Air,1.57
4611,1997,Brazil,Northeast,Rice,1634.32,29.55,2.754,5,29.84,48.57,3.21,30.18,Tanpa Adaptasi,17.45
4612,1990,Argentina,Northeast,Corn,2412.68,21.37,1.719,9,13.86,33.4,97.57,54.26,Manajemen Air,11.81
4613,2019,Russia,Northwestern,Corn,366.88,14.74,1.197,2,92.02,43.9,15.57,77.56,Rotasi Tanaman,26.92
4614,2013,USA,South,Rice,2846.66,9.61,1.48,5,57.25,13.99,93.56,86.96,Rotasi Tanaman,8.41
4615,2004,USA,South,Corn,2271.3,17.11,2.178,1,34.84,7.9,73.43,54.99,Manajemen Air,34.18
4616,2024,Canada,Prairies,Vegetables,640.16,21.4,2.052,4,66.97,9.57,26.48,86.79,Manajemen Air,15.86
4617,2004,Nigeria,North West,Barley,1615.5030597110344,13.39,2.51,3,71.46,0.58,93.93,57.99,Tanpa Adaptasi,0.06
4618,2016,Canada,Quebec,Soybeans,1515.04,29.31,2.097,9,13.06,32.47,20.44,80.16,Pertanian Organik,28.45
4619,2005,China,South,Wheat,664.09,0.86,1.26,2,59.6,30.56,5.85,49.08,Pertanian Organik,26.05
4620,2012,Australia,Queensland,Sugarcane,995.44,13.68,1.86,9,51.96,40.11,87.24,59.76,Tanaman Tahan Kekeringan,1.01
4621,2003,Argentina,Northeast,Cotton,2570.73,28.89,1.242,6,53.14,19.24,54.33,81.98,Rotasi Tanaman,28.71
4622,2012,France,Ile-de-France,Rice,1989.75,9.55,4.87,9,71.65,17.68,61.79,96.1,Rotasi Tanaman,13.29
4623,2011,Canada,Prairies,Rice,253.57,10.33,3.483,6,65.03,3.83,70.37,65.15,Pertanian Organik,34.38
4624,2024,Russia,Volga,Wheat,752.67,1.73,3.81,1,68.97,7.86,13.89,47.02,Manajemen Air,14.22
4625,2007,India,Punjab,Wheat,2175.35,25.65,3.339,7,78.06,33.02,53.58,58.35,Tanpa Adaptasi,12.19
4626,2022,India,Punjab,Sugarcane,2252.28,12.98,1.67,4,83.59,20.56,49.85,51.74,Pertanian Organik,-0.35
4627,1995,Russia,Volga,Coffee,327.95,25.58,1.134,0,70.0,8.57,6.48,52.76,Pertanian Organik,-1.95
4628,2015,Canada,Prairies,Soybeans,2975.69,17.97,1.845,5,18.51,28.66,15.08,56.35,Tanpa Adaptasi,12.39
4629,2023,France,Provence-Alpes-Cote d’Azur,Coffee,1429.31,11.06,3.94,4,77.91,9.35,97.42,94.42,Tanaman Tahan Kekeringan,20.32
4630,1994,China,North,Vegetables,672.56,26.85,2.295,10,39.62,1.5,92.01,40.81,Tanaman Tahan Kekeringan,28.44
4631,1996,Argentina,Northwest,Vegetables,374.45,28.04,0.765,5,32.69,29.69,20.17,54.25,Pertanian Organik,4.09
4632,2005,Argentina,Northwest,Vegetables,508.02,9.41,2.52,6,31.0,45.93,45.35,78.43,Tanaman Tahan Kekeringan,2.65
4633,1993,Russia,Siberian,Cotton,532.0,16.79,1.602,2,72.83,35.58,66.7,61.97,Rotasi Tanaman,5.93
4634,2015,USA,Midwest,Coffee,1416.6,22.01,1.8,5,46.95,8.2,93.15,89.53,Tanpa Adaptasi,32.34
4635,2003,Canada,British Columbia,Sugarcane,1046.07,11.53,0.88,5,86.61,29.03,65.67,87.92,Manajemen Air,8.27
4636,1998,China,South,Coffee,563.6,5.66,3.31,3,52.03,47.27,77.72,91.4,Manajemen Air,31.23
4637,2007,USA,Midwest,Cotton,2323.27,27.42,3.582,0,28.47,10.55,61.27,54.65,Rotasi Tanaman,11.75
4638,2001,Russia,Siberian,Soybeans,1064.48,26.94,2.322,9,41.0,3.14,28.42,31.49,Tanaman Tahan Kekeringan,6.66
4639,2016,France,Grand Est,Vegetables,1198.62,10.33,1.57,9,60.61,42.58,5.26,72.92,Manajemen Air,11.85
4640,1997,Canada,Quebec,Coffee,1346.54,2.68,3.92,3,13.08,21.48,1.28,74.35,Pertanian Organik,27.21
4641,2006,China,East,Fruits,2196.56,19.81,1.6740000000000002,0,25.04,6.64,4.78,54.53,Rotasi Tanaman,28.82
4642,2019,Russia,Volga,Barley,2556.17,20.66,0.9,3,87.86,29.0,93.79,39.36,Rotasi Tanaman,28.48
4643,1996,France,Nouvelle-Aquitaine,Fruits,718.47,2.46,2.93,1,46.02,36.89,78.79,58.7,Pertanian Organik,32.29
4644,2018,China,North,Rice,1866.03,15.11,4.257000000000001,9,80.63,48.14,71.58,59.48,Tanaman Tahan Kekeringan,10.76
4645,2021,China,North,Vegetables,1972.19,13.42,4.64,4,79.99,49.19,52.45,66.32,Rotasi Tanaman,11.01
4646,1999,USA,West,Rice,2285.87,10.05,1.65,6,25.33,28.39,32.24,59.37,Manajemen Air,0.09
4647,2023,India,Tamil Nadu,Wheat,2841.82,17.01,2.826,10,97.76,44.95,29.52,98.19,Rotasi Tanaman,25.41
4648,2007,China,North,Cotton,2538.61,24.91,1.476,4,37.76,8.93,76.67,47.12,Rotasi Tanaman,28.74
4649,2014,India,Punjab,Fruits,371.65,6.79,1.836,5,14.13,49.67,78.24,40.76,Tanaman Tahan Kekeringan,12.05
4650,2003,Nigeria,South West,Vegetables,2699.51,14.88,2.64,10,44.99,20.99,60.76,79.86,Manajemen Air,-0.61
4651,1994,Canada,Quebec,Rice,1343.98,11.21,3.02,0,34.21,15.45,5.63,68.45,Tanpa Adaptasi,30.54
4652,1993,Canada,Prairies,Sugarcane,854.51,23.42,1.818,9,64.89,39.54,48.17,57.16,Tanaman Tahan Kekeringan,12.7
4653,2015,India,Punjab,Vegetables,613.79,12.81,1.56,10,41.62,26.31,5.26,72.08,Tanpa Adaptasi,20.99
4654,2005,Argentina,Northeast,Vegetables,1642.48,21.68,2.682,9,60.72,5.97,15.72,31.16,Manajemen Air,9.72
4655,1995,France,Provence-Alpes-Cote d’Azur,Barley,2579.14,26.14,2.238219358974359,5,45.79,24.75,61.52,42.01,Pertanian Organik,21.69
4656,2003,India,West Bengal,Corn,2906.87,12.97,0.79,4,28.07,16.33,89.63,56.11,Tanaman Tahan Kekeringan,9.66
4657,2004,China,Central,Cotton,1281.46,14.86,2.72,7,62.34,19.36,16.5,67.88,Tanpa Adaptasi,22.64
4658,2017,Australia,New South Wales,Vegetables,204.65,16.65,1.629,9,63.09,12.63,96.01,58.63,Rotasi Tanaman,9.1
4659,2004,Argentina,Pampas,Rice,756.52,17.36,2.238219358974359,6,61.62,8.09,50.61,41.52,Rotasi Tanaman,3.72
4660,1998,Canada,Prairies,Vegetables,1398.0,3.13,2.91,1,62.28,44.59,27.8,50.23,Rotasi Tanaman,-0.28
4661,1990,France,Ile-de-France,Vegetables,540.28,9.92,3.54,5,35.58,28.59,27.87,89.12,Tanaman Tahan Kekeringan,19.43
4662,2018,Australia,Victoria,Coffee,2593.55,4.34,4.28,10,29.39,39.77,9.93,48.22,Tanpa Adaptasi,19.92
4663,2000,Canada,Quebec,Rice,955.29,15.18,2.25,3,30.92,16.05,4.42,68.31,Tanpa Adaptasi,29.87
4664,2001,China,South,Barley,1160.72,8.06,3.57,0,62.79,42.46,82.88,79.77,Tanpa Adaptasi,19.94
4665,1996,Australia,New South Wales,Vegetables,2016.39,28.08,1.341,9,38.76,44.59,48.78,72.44,Manajemen Air,-3.59
4666,2000,India,Punjab,Sugarcane,1958.95,7.77,2.57,10,68.85,18.28,61.19,50.63,Rotasi Tanaman,20.1
4667,2005,Nigeria,North West,Cotton,864.73,21.4,2.439,7,44.23,7.14,31.24,38.21,Tanpa Adaptasi,13.68
4668,1992,China,Central,Coffee,2579.35,29.4,1.4220000000000002,9,36.93,32.17,81.86,44.5,Rotasi Tanaman,33.03
4669,2007,USA,Midwest,Wheat,1621.69,27.57,1.764,4,21.74,33.68,91.56,62.06,Rotasi Tanaman,4.46
4670,2018,India,West Bengal,Vegetables,782.55,17.95,1.485,5,54.61,15.34,91.22,87.39,Pertanian Organik,24.11
4671,1993,Russia,Central,Sugarcane,2981.4,4.85,4.89,10,70.38,38.97,58.57,78.21,Tanpa Adaptasi,16.72
4672,1993,China,East,Coffee,1941.39,23.17,2.583,7,24.57,22.63,46.12,93.08,Pertanian Organik,22.4
4673,2024,Argentina,Patagonia,Rice,1375.44,26.71,0.486,7,88.96,5.72,54.86,31.47,Tanpa Adaptasi,-1.03
4674,2012,China,South,Vegetables,2548.66,21.05,1.044,5,55.39457475380484,41.31,10.31,34.45,Tanpa Adaptasi,7.75
4675,2024,USA,Midwest,Wheat,1855.61,11.92,2.09,7,72.26,39.98,67.24,82.6,Tanpa Adaptasi,8.23
4676,1990,Canada,Ontario,Barley,1872.17,3.96,2.64,7,23.59,3.28,22.11,61.12,Rotasi Tanaman,1.82
4677,2002,India,Tamil Nadu,Sugarcane,2565.01,19.79,3.096,9,77.32,17.76,23.81,61.45,Pertanian Organik,22.9
4678,2018,USA,Midwest,Corn,2703.79,12.98,1.82,0,82.21,44.89,14.51,70.75,Tanaman Tahan Kekeringan,31.47
4679,2000,Nigeria,North West,Vegetables,720.91,23.65,1.89,9,24.28,49.06,27.64,90.86,Tanaman Tahan Kekeringan,25.73
4680,2011,India,Maharashtra,Rice,1108.38,18.35,2.538,10,34.75,27.27,62.75,34.54,Tanaman Tahan Kekeringan,0.37
4681,2002,Brazil,South,Sugarcane,2919.49,12.99,1.91,8,97.93,7.63,28.92,69.59,Tanaman Tahan Kekeringan,34.75
4682,1998,USA,Midwest,Soybeans,2861.03,4.3,3.4,8,83.59,13.08,88.28,42.25,Tanaman Tahan Kekeringan,33.47
4683,2019,India,Tamil Nadu,Corn,2741.3,22.13,0.945,6,42.27,16.53,28.72,73.99,Tanpa Adaptasi,3.74
4684,1991,Australia,Queensland,Rice,773.81,12.5,4.82,4,62.24,18.94,54.92,82.06,Tanaman Tahan Kekeringan,15.66
4685,1991,Nigeria,South West,Barley,1333.9,6.83,2.15,3,89.74,6.97,6.07,41.28,Pertanian Organik,5.07
4686,2000,Australia,Queensland,Rice,414.75,16.58,1.485,2,93.38,11.03,20.62,57.46,Pertanian Organik,32.26
4687,1994,Nigeria,South West,Coffee,1414.18,16.42,1.368,7,46.89,16.31,14.45,95.23,Tanaman Tahan Kekeringan,8.9
4688,2012,Argentina,Northwest,Vegetables,2114.98,25.04,2.106,0,97.27,48.7,24.03,40.78,Rotasi Tanaman,25.35
4689,2011,Argentina,Northeast,Cotton,1367.1,8.03,3.02,10,40.55,23.82,41.39,97.38,Manajemen Air,33.09
4690,2012,France,Grand Est,Vegetables,590.51,29.71,3.303,9,42.36,15.53,0.75,30.74,Rotasi Tanaman,14.55
4691,2019,China,South,Wheat,933.65,17.21,2.1870000000000003,6,90.83,14.76,0.41,36.46,Tanpa Adaptasi,32.02
4692,2009,Argentina,Northeast,Rice,2223.42,12.75,1.86,0,74.86,21.6,13.11,75.99,Pertanian Organik,13.36
4693,2017,Australia,Victoria,Corn,1907.74,18.94,2.2230000000000003,1,70.61,36.53,16.28,46.83,Rotasi Tanaman,8.36
4694,2005,Nigeria,North West,Corn,606.84,23.89,2.079,5,58.98,10.74,63.19,47.01,Tanaman Tahan Kekeringan,-0.03
4695,2022,USA,South,Vegetables,2878.56,3.1,1.92,6,51.2,45.76,84.38,46.41,Tanaman Tahan Kekeringan,-4.84
4696,2016,China,South,Sugarcane,2276.92,15.09,1.836,2,54.07,8.81,8.24,48.33,Tanpa Adaptasi,28.69
4697,1998,Argentina,Northwest,Fruits,341.36,27.13,2.52,6,55.89,33.44,35.34,57.22,Rotasi Tanaman,34.72
4698,2008,India,Tamil Nadu,Sugarcane,1613.86,15.78,4.356,9,11.16,32.57,65.05,57.66,Tanpa Adaptasi,11.07
4699,1993,France,Ile-de-France,Sugarcane,2189.87,10.81,2.47,6,47.17,12.98,78.95,70.76,Rotasi Tanaman,21.9
4700,2023,India,Tamil Nadu,Sugarcane,1530.36,11.55,2.75,3,44.76,44.76,20.17,75.08,Tanaman Tahan Kekeringan,1.83
4701,2004,Australia,Victoria,Wheat,2900.73,21.31,2.25,7,28.05,49.84,13.93,30.07,Tanaman Tahan Kekeringan,25.79
4702,2011,Brazil,South,Vegetables,1051.32,29.15,1.215,5,36.91,47.54,88.15,65.62,Manajemen Air,3.65
4703,1993,Canada,Quebec,Corn,1900.58,20.24,1.845,6,59.38,28.72,67.55,33.3,Tanaman Tahan Kekeringan,20.86
4704,1994,USA,Midwest,Wheat,1200.67,15.25,2.502,1,50.69,21.61,41.97,38.79,Pertanian Organik,9.74
4705,2009,Argentina,Pampas,Cotton,2599.92,19.33,3.546,9,85.53,43.44,1.7,55.75,Pertanian Organik,15.94
4706,2016,France,Provence-Alpes-Cote d’Azur,Rice,2855.83,19.77,3.303,7,95.3,17.96,15.64,41.98,Pertanian Organik,30.85
4707,2021,USA,West,Fruits,313.23,4.96,2.3760000000000003,9,66.17,38.48,76.8,71.19,Pertanian Organik,6.89
4708,2022,India,Maharashtra,Coffee,1968.1,21.66,3.861,3,47.18,41.31,98.91,36.25,Manajemen Air,19.75
4709,2013,India,Tamil Nadu,Barley,1029.91,1.9,1.75,0,21.9,2.4,72.26,41.0,Rotasi Tanaman,14.99
4710,2008,Argentina,Patagonia,Rice,1062.71,26.36,1.314,6,71.07,21.54,27.31,91.49,Pertanian Organik,20.31
4711,2024,Australia,Queensland,Wheat,2476.45,15.18,3.582,5,33.86,18.55,38.72,68.24,Pertanian Organik,20.01
4712,1993,Argentina,Northeast,Cotton,949.18,16.23,2.871,5,85.6,11.59,18.53,32.25,Tanaman Tahan Kekeringan,11.76
4713,1999,Nigeria,North Central,Soybeans,2394.99,13.71,2.88,9,21.91,29.9,39.6,46.69,Rotasi Tanaman,20.43
4714,2012,Canada,Ontario,Barley,2837.09,7.79,3.58,6,76.32,29.36,28.16,98.11,Tanpa Adaptasi,12.1
4715,2009,Nigeria,South East,Rice,2602.27,4.42,0.84,3,26.52,43.51,67.58,32.52,Tanpa Adaptasi,-3.52
4716,2012,France,Provence-Alpes-Cote d’Azur,Barley,1608.35,17.88,2.574,6,47.66,21.85,62.14,33.6,Pertanian Organik,16.15
4717,1999,Australia,New South Wales,Fruits,2781.24,23.73,3.6,8,49.09,7.24,98.8,61.21,Tanaman Tahan Kekeringan,16.7
4718,2018,China,South,Vegetables,2278.45,8.67,3.47,1,52.8,13.38,16.64,60.69,Tanaman Tahan Kekeringan,34.23
4719,2001,Brazil,Northeast,Wheat,746.65,17.68,2.718,4,51.16,34.29,76.03,48.81,Manajemen Air,11.01
4720,1998,Canada,British Columbia,Coffee,2743.87,16.74,2.529,2,95.77,28.1,22.57,90.7,Rotasi Tanaman,29.33
4721,2000,Canada,Ontario,Corn,886.75,3.28,1.46,5,90.15,48.14,80.97,98.46,Tanaman Tahan Kekeringan,2.53
4722,2015,France,Provence-Alpes-Cote d’Azur,Wheat,960.78,28.84,1.854,0,84.18,24.89,39.1,100.0,Pertanian Organik,21.65
4723,2004,Nigeria,South East,Vegetables,1353.37,16.46,2.331,0,46.83,7.39,87.31,45.02,Manajemen Air,31.92
4724,2005,Australia,Victoria,Cotton,1338.33,5.13,2.06,1,45.38,35.31,36.93,36.7,Rotasi Tanaman,-3.89
4725,2000,Nigeria,North West,Rice,629.94,18.29,2.709,2,20.66,15.84,65.9,40.12,Pertanian Organik,21.34
4726,2000,India,Maharashtra,Fruits,1921.42,15.08,1.827,7,41.92,32.54,65.8,96.07,Rotasi Tanaman,-4.12
4727,2013,Brazil,South,Barley,408.65,17.18,2.16,3,56.54,26.04,69.67,52.42,Manajemen Air,5.57
4728,1994,Argentina,Northeast,Barley,1623.32,15.47,1.035,7,16.02,4.91,29.49,54.1,Tanaman Tahan Kekeringan,0.03
4729,1991,Australia,Queensland,Fruits,1369.28,12.99,2.58,6,93.19,31.54,97.75,36.5,Manajemen Air,25.12
4730,2005,Brazil,Northeast,Wheat,283.55,21.14,2.25,6,82.94,44.92,98.83,53.89,Pertanian Organik,8.36
4731,2021,Russia,Northwestern,Rice,327.03,27.27,1.872,8,29.57,48.85,28.42,41.06,Tanaman Tahan Kekeringan,9.91
4732,2020,China,Central,Sugarcane,1615.5030597110344,23.69,0.522,10,26.53,23.51,64.68,46.75,Manajemen Air,-3.27
